Jul 05 20:50:50 2019	0,5944,"ChrisWehkamp","Denton, TX","@joshua_becker @AmericanAir Similar experiences with them over the last couple months. Enough that I’m considering switching to a different carrier going forward.","1147246481541337088","None"
Jul 05 22:01:31 2019	0,569,"AimClickShoot","Northville, MI","@AmericanAir I’m glad your lack of a flight crews is resulting in my flights being delayed 2 hours.","1147264269580247041","None"
Jul 05 22:01:31 2019	0,569,"AimClickShoot","Northville, MI","@AmericanAir I’m glad your lack of a flight crews is resulting in my flights being delayed 2 hours.","1147264269580247041","None"
Jul 05 22:19:26 2019	0,256,"docjdavid","Lincoln Nebraska USA","RT @Cheryl_Searle: DENCS MD @LukeatUnited giving Lead Al R. his ‼️45‼️ years @united milestone pin!🏆✈️ Congratulations Al! 🌟 Thank you for…","1147268778440503297","DENCS MD @LukeatUnited giving Lead Al R. his ‼️45‼️ years @united milestone pin!🏆✈️ Congratulations Al! 🌟 Thank you for delivering safe, caring, dependable, efficient for almost half a century! 45 years dedicated to #Core4 excellence! 💫 #beingUnited @Steveatunited #UnitedinDEN https://t.co/R9GVVaJznP"
Jul 05 22:19:26 2019	0,256,"docjdavid","Lincoln Nebraska USA","RT @Cheryl_Searle: DENCS MD @LukeatUnited giving Lead Al R. his ‼️45‼️ years @united milestone pin!🏆✈️ Congratulations Al! 🌟 Thank you for…","1147268778440503297","DENCS MD @LukeatUnited giving Lead Al R. his ‼️45‼️ years @united milestone pin!🏆✈️ Congratulations Al! 🌟 Thank you for delivering safe, caring, dependable, efficient for almost half a century! 45 years dedicated to #Core4 excellence! 💫 #beingUnited @Steveatunited #UnitedinDEN https://t.co/R9GVVaJznP"
Jul 12 01:03:52 2019	0,4,"Ktrll","None","@SpiritAirlines Fuck you guys as a staff, record label, and muhfukin’ crew and if you’re down with Spirit... fuck you too!","1149484486658125824","None"
Jul 12 01:03:52 2019	0,4,"Ktrll","None","@SpiritAirlines Fuck you guys as a staff, record label, and muhfukin’ crew and if you’re down with Spirit... fuck you too!","1149484486658125824","None"
Jul 12 02:04:41 2019	0,1681,"alalejandro","MSP and other corners of Earth","Hey @delta - thank your check in associate Ellen at your D terminal in LGA, who listened to my vent as I shared how awful I felt telling my son I might not fulfill my promise of making it home and seeing him in the morning, since my flight to MSP has been drastically delayed.","1149499791644086274","None"
Jul 12 02:04:41 2019	0,1681,"alalejandro","MSP and other corners of Earth","Hey @delta - thank your check in associate Ellen at your D terminal in LGA, who listened to my vent as I shared how awful I felt telling my son I might not fulfill my promise of making it home and seeing him in the morning, since my flight to MSP has been drastically delayed.","1149499791644086274","None"
Jul 12 02:07:21 2019	0,307,"aquaticgrl","New York, NY","I keep reading tweets from other people to @united and everyone is pissed off. Everyone.","1149500462757892098","None"
Jul 12 02:07:21 2019	0,307,"aquaticgrl","New York, NY","I keep reading tweets from other people to @united and everyone is pissed off. Everyone.","1149500462757892098","None"
Jul 12 03:24:01 2019	0,1681,"alalejandro","MSP and other corners of Earth","Won’t lie, not having a great night.  Trying to get home to my son, @delta keeps changing flight, reducing hope that I’ll ever get home tonight.  But this brightened my night and then some. #BendLikeRapinoe @mPinoe #USWNT #FutureIsFemale #soccer https://t.co/hOk1VyA74I","1149519756535324672","None"
Jul 12 03:24:01 2019	0,1681,"alalejandro","MSP and other corners of Earth","Won’t lie, not having a great night.  Trying to get home to my son, @delta keeps changing flight, reducing hope that I’ll ever get home tonight.  But this brightened my night and then some. #BendLikeRapinoe @mPinoe #USWNT #FutureIsFemale #soccer https://t.co/hOk1VyA74I","1149519756535324672","None"
Jul 12 04:06:05 2019	0,3999,"nutmegiwobi","RIP Ninny, SAS ❤️","RT @Arsenal: Always good to be on board with @emirates ✈️#ArsenalinUSA 🇺🇸 https://t.co/DhnUtUXISr","1149530342971174917","Always good to be on board with @emirates ✈️#ArsenalinUSA 🇺🇸 https://t.co/DhnUtUXISr"
Jul 12 04:06:05 2019	0,3999,"nutmegiwobi","RIP Ninny, SAS ❤️","RT @Arsenal: Always good to be on board with @emirates ✈️#ArsenalinUSA 🇺🇸 https://t.co/DhnUtUXISr","1149530342971174917","Always good to be on board with @emirates ✈️#ArsenalinUSA 🇺🇸 https://t.co/DhnUtUXISr"
Jul 12 06:07:58 2019	0,76,"CE1024","None","@Delta I wonder why my flight number DL1426 has been delayed 4 times already with more than 4 hours compared to the original time?","1149561015912157185","None"
Jul 12 06:07:58 2019	0,76,"CE1024","None","@Delta I wonder why my flight number DL1426 has been delayed 4 times already with more than 4 hours compared to the original time?","1149561015912157185","None"
Jul 12 06:13:17 2019	0,33,"AFactRendezvous","None","@drewisgooden @SharikaSoal84 @Delta Wait it out Delta, he won't survive the fall. 😂🤷‍♂️🤦‍♂️","1149562353890938880","None"
Jul 12 06:13:17 2019	0,33,"AFactRendezvous","None","@drewisgooden @SharikaSoal84 @Delta Wait it out Delta, he won't survive the fall. 😂🤷‍♂️🤦‍♂️","1149562353890938880","None"
Jul 12 08:11:22 2019	0,406,"nurjannie","Inner Mongolia, China","RT @CSAIRGlobal: We never stop, and we are all set for our next journey. Photo Credit: @planes_by_damian#CSAir #planelovers #planespotte…","1149592070555725825","We never stop, and we are all set for our next journey. Photo Credit: @planes_by_damian#CSAir #planelovers #planespotter #planespotting #travel https://t.co/L9x9loGzXm"
Jul 12 08:11:22 2019	0,406,"nurjannie","Inner Mongolia, China","RT @CSAIRGlobal: We never stop, and we are all set for our next journey. Photo Credit: @planes_by_damian#CSAir #planelovers #planespotte…","1149592070555725825","We never stop, and we are all set for our next journey. Photo Credit: @planes_by_damian#CSAir #planelovers #planespotter #planespotting #travel https://t.co/L9x9loGzXm"
Jul 12 08:53:18 2019	0,1005,"grandmalaurie","san luis obispo","RT @tisharowemd: Here is what i was wearing when @AmericanAir asked me to deplane for a talk. At which point I was asked  to “cover up”. Wh…","1149602623428784129","Here is what i was wearing when @AmericanAir asked me to deplane for a talk. At which point I was asked  to “cover up”. When defending my outfit I was threatened with not getting back on the flight unless I walked down the aisle wrapped in a blanket. #notsofriendlyskies https://t.co/AYQNNriLcq"
Jul 12 08:53:18 2019	0,1005,"grandmalaurie","san luis obispo","RT @tisharowemd: Here is what i was wearing when @AmericanAir asked me to deplane for a talk. At which point I was asked  to “cover up”. Wh…","1149602623428784129","Here is what i was wearing when @AmericanAir asked me to deplane for a talk. At which point I was asked  to “cover up”. When defending my outfit I was threatened with not getting back on the flight unless I walked down the aisle wrapped in a blanket. #notsofriendlyskies https://t.co/AYQNNriLcq"
Jul 12 09:35:10 2019	0,857,"princetegaton","Lagos, Nigeria","@TeniEntertainer @emirates @VirginAtlantic @qatarairways take note. Sugar Mumsy wants Budw always ..","1149613159495294976","None"
Jul 12 09:35:10 2019	0,857,"princetegaton","Lagos, Nigeria","@TeniEntertainer @emirates @VirginAtlantic @qatarairways take note. Sugar Mumsy wants Budw always ..","1149613159495294976","None"
Jul 12 09:35:10 2019	0,857,"princetegaton","Lagos, Nigeria","@TeniEntertainer @emirates @VirginAtlantic @qatarairways take note. Sugar Mumsy wants Budw always ..","1149613159495294976","None"
Jul 12 09:35:10 2019	0,857,"princetegaton","Lagos, Nigeria","@TeniEntertainer @emirates @VirginAtlantic @qatarairways take note. Sugar Mumsy wants Budw always ..","1149613159495294976","None"
Jul 12 10:25:25 2019	0,56,"AfriyieFelix1","Manhyie ","RT @Arsenal: We can't wait to see you, LA! 🤩✈️ @emirates #FlyEmiratesFlyBetter 🇺🇸 #ArsenalinUSA https://t.co/i3naWWL32M","1149625805317607426","We can't wait to see you, LA! 🤩✈️ @emirates #FlyEmiratesFlyBetter 🇺🇸 #ArsenalinUSA https://t.co/i3naWWL32M"
Jul 12 10:25:25 2019	0,56,"AfriyieFelix1","Manhyie ","RT @Arsenal: We can't wait to see you, LA! 🤩✈️ @emirates #FlyEmiratesFlyBetter 🇺🇸 #ArsenalinUSA https://t.co/i3naWWL32M","1149625805317607426","We can't wait to see you, LA! 🤩✈️ @emirates #FlyEmiratesFlyBetter 🇺🇸 #ArsenalinUSA https://t.co/i3naWWL32M"
Jul 12 10:26:44 2019	0,256,"a_ross84","Yorkshire, England","@skyteam how can I make sure my pilot isn't drunk when a passenger on @KoreanAir_KE? Doesn't look good on the airline or you.https://t.co/tX93FtA6SE","1149626136663453696","We can't wait to see you, LA! 🤩✈️ @emirates #FlyEmiratesFlyBetter 🇺🇸 #ArsenalinUSA https://t.co/i3naWWL32M"
Jul 12 10:26:44 2019	0,256,"a_ross84","Yorkshire, England","@skyteam how can I make sure my pilot isn't drunk when a passenger on @KoreanAir_KE? Doesn't look good on the airline or you.https://t.co/tX93FtA6SE","1149626136663453696","We can't wait to see you, LA! 🤩✈️ @emirates #FlyEmiratesFlyBetter 🇺🇸 #ArsenalinUSA https://t.co/i3naWWL32M"
Jul 12 10:26:44 2019	0,256,"a_ross84","Yorkshire, England","@skyteam how can I make sure my pilot isn't drunk when a passenger on @KoreanAir_KE? Doesn't look good on the airline or you.https://t.co/tX93FtA6SE","1149626136663453696","We can't wait to see you, LA! 🤩✈️ @emirates #FlyEmiratesFlyBetter 🇺🇸 #ArsenalinUSA https://t.co/i3naWWL32M"
Jul 12 10:26:44 2019	0,256,"a_ross84","Yorkshire, England","@skyteam how can I make sure my pilot isn't drunk when a passenger on @KoreanAir_KE? Doesn't look good on the airline or you.https://t.co/tX93FtA6SE","1149626136663453696","We can't wait to see you, LA! 🤩✈️ @emirates #FlyEmiratesFlyBetter 🇺🇸 #ArsenalinUSA https://t.co/i3naWWL32M"
Jul 12 10:48:41 2019	0,0,"ArsenalPidgin3","None","@AlexGam2013 @Arsenal @emirates Kelechi calm down small we dey work on am","1149631660586983425","None"
Jul 12 10:48:41 2019	0,0,"ArsenalPidgin3","None","@AlexGam2013 @Arsenal @emirates Kelechi calm down small we dey work on am","1149631660586983425","None"
Jul 12 11:10:26 2019	0,9,"AnuPrattipati","None","@AirCanada I’m at the Air Canada Gate. They’ve put me on standby even though I paid for the flight months ago. The people next to me got canceled and attendant won’t even give her name - says she doesn’t have to. Some business. They’re missing their cruise","1149637134136958976","None"
Jul 12 12:38:10 2019	0,941,"ato_tours","London, England","@Ryanair the EU261 flight compensation laws apply to you too. And a refusal to explain the "extraordinary circumstances" certainly don't make us any happier. #flightcompensation #ryanair","1149659212965744640","None"
Jul 12 12:38:10 2019	0,941,"ato_tours","London, England","@Ryanair the EU261 flight compensation laws apply to you too. And a refusal to explain the "extraordinary circumstances" certainly don't make us any happier. #flightcompensation #ryanair","1149659212965744640","None"
Jul 12 14:08:44 2019	0,823,"_Dmytro_Iv","None","RT @7NewsSydney: An @AirCanada plane en route to Sydney hit unexpected turbulence, flinging passengers into the ceiling and aisles. Austral…","1149682004788731904","An @AirCanada plane en route to Sydney hit unexpected turbulence, flinging passengers into the ceiling and aisles. Australians onboard say there was no warning, describing the terrifying moment after an emergency landing in Hawaii. https://t.co/QATEamvusU @MyleeHogan #7NEWS https://t.co/DBt5xCJ83F"
Jul 12 14:08:44 2019	0,823,"_Dmytro_Iv","None","RT @7NewsSydney: An @AirCanada plane en route to Sydney hit unexpected turbulence, flinging passengers into the ceiling and aisles. Austral…","1149682004788731904","An @AirCanada plane en route to Sydney hit unexpected turbulence, flinging passengers into the ceiling and aisles. Australians onboard say there was no warning, describing the terrifying moment after an emergency landing in Hawaii. https://t.co/QATEamvusU @MyleeHogan #7NEWS https://t.co/DBt5xCJ83F"
Jul 12 14:32:37 2019	0,87,"climblog07","Texas, USA","RT @SouthwestAir: Due to forecasted weather conditions, service to New Orleans, Panama City Beach, and Pensacola may be disrupted through S…","1149688015234785280","Due to forecasted weather conditions, service to New Orleans, Panama City Beach, and Pensacola may be disrupted through Saturday, July 13. Check your flight status and explore rebooking options: https://t.co/c90Lvt5utp https://t.co/Y5OnDZyZZ3"
Jul 12 14:32:37 2019	0,87,"climblog07","Texas, USA","RT @SouthwestAir: Due to forecasted weather conditions, service to New Orleans, Panama City Beach, and Pensacola may be disrupted through S…","1149688015234785280","Due to forecasted weather conditions, service to New Orleans, Panama City Beach, and Pensacola may be disrupted through Saturday, July 13. Check your flight status and explore rebooking options: https://t.co/c90Lvt5utp https://t.co/Y5OnDZyZZ3"
Jul 12 15:10:29 2019	0,14,"megan_avram","Las Vegas, NV","@MoniqueBrigham @SouthwestAir Hi Monique, message me for FREE entry / drinks at the best Vegas pools/nightclubs/strips, limo/bus service #VIP 7O2 93I 7274","1149697544714424326","Due to forecasted weather conditions, service to New Orleans, Panama City Beach, and Pensacola may be disrupted through Saturday, July 13. Check your flight status and explore rebooking options: https://t.co/c90Lvt5utp https://t.co/Y5OnDZyZZ3"
Jul 12 15:10:29 2019	0,14,"megan_avram","Las Vegas, NV","@MoniqueBrigham @SouthwestAir Hi Monique, message me for FREE entry / drinks at the best Vegas pools/nightclubs/strips, limo/bus service #VIP 7O2 93I 7274","1149697544714424326","Due to forecasted weather conditions, service to New Orleans, Panama City Beach, and Pensacola may be disrupted through Saturday, July 13. Check your flight status and explore rebooking options: https://t.co/c90Lvt5utp https://t.co/Y5OnDZyZZ3"
Jul 12 15:24:00 2019	0,44,"misaelpics747","New York, USA","RT @AirlineGeeks: A first look inside @Delta’s A330neo. The airline placed the new aircraft into service today from Seattle to Shanghai. Mo…","1149700946269749248","A first look inside @Delta’s A330neo. The airline placed the new aircraft into service today from Seattle to Shanghai. More: https://t.co/3W8yNZiO1c https://t.co/pcEhQPI9m0"
Jul 12 15:24:00 2019	0,44,"misaelpics747","New York, USA","RT @AirlineGeeks: A first look inside @Delta’s A330neo. The airline placed the new aircraft into service today from Seattle to Shanghai. Mo…","1149700946269749248","A first look inside @Delta’s A330neo. The airline placed the new aircraft into service today from Seattle to Shanghai. More: https://t.co/3W8yNZiO1c https://t.co/pcEhQPI9m0"
Jul 12 16:04:12 2019	0,0,"Murphy50465832","None","RT @Arsenal: Always good to be on board with @emirates ✈️#ArsenalinUSA 🇺🇸 https://t.co/DhnUtUXISr","1149711062943621122","Always good to be on board with @emirates ✈️#ArsenalinUSA 🇺🇸 https://t.co/DhnUtUXISr"
Jul 12 16:04:12 2019	0,0,"Murphy50465832","None","RT @Arsenal: Always good to be on board with @emirates ✈️#ArsenalinUSA 🇺🇸 https://t.co/DhnUtUXISr","1149711062943621122","Always good to be on board with @emirates ✈️#ArsenalinUSA 🇺🇸 https://t.co/DhnUtUXISr"
Jul 12 16:51:54 2019	0,2087,"2012norio","練馬区（大宮～川越～立川～吉祥寺）","RT @Micahlifa: Video I took from my seat on my flight from Atlanta to Baltimore yesterday! Thanks @Delta for the silly smooth emergency lan…","1149723067037257728","Video I took from my seat on my flight from Atlanta to Baltimore yesterday! Thanks @Delta for the silly smooth emergency landing! #perfect #execution To use this video in a commercial player or in broadcasts, please email licensing@storyful.com https://t.co/TUFzREl0Lc"
Jul 12 16:51:54 2019	0,2087,"2012norio","練馬区（大宮～川越～立川～吉祥寺）","RT @Micahlifa: Video I took from my seat on my flight from Atlanta to Baltimore yesterday! Thanks @Delta for the silly smooth emergency lan…","1149723067037257728","Video I took from my seat on my flight from Atlanta to Baltimore yesterday! Thanks @Delta for the silly smooth emergency landing! #perfect #execution To use this video in a commercial player or in broadcasts, please email licensing@storyful.com https://t.co/TUFzREl0Lc"
Jul 12 17:23:10 2019	0,57,"twilliams064","None","@united how do I speak to someone in Customer Care? 18-21 days is too long to respond to an email. You overcharged my credit card.","1149730935539154944","None"
Jul 12 17:23:10 2019	0,57,"twilliams064","None","@united how do I speak to someone in Customer Care? 18-21 days is too long to respond to an email. You overcharged my credit card.","1149730935539154944","None"
Jul 12 17:24:31 2019	0,644,"only1_jb","Atlanta, GA","Extremely confused on how @SouthwestAir cancelled a whole flight","1149731275298807808","None"
Jul 12 17:24:31 2019	0,644,"only1_jb","Atlanta, GA","Extremely confused on how @SouthwestAir cancelled a whole flight","1149731275298807808","None"
Jul 12 19:32:53 2019	0,15,"Thapelo83782257","Daveyton, South Africa","@Arsenal @Aubameyang7 @emirates I guess u crazy or stupid,I’m talking about u admin...stop it with preseason.signings is wat we want fool","1149763579844972551","None"
Jul 12 20:32:33 2019	0,158,"Mark58N","Coventry","@AirCanada No reply yet?????","1149778595432341504","None"
Jul 12 20:52:29 2019	0,56,"alex_huffman","Orange Beach, AL","Hey @Delta! You broke my @away bag last time I flew, but you have an amazing claims manager who fixed everything. Give that man a raise!!!! F. Reed ext #5020038","1149783611828293633","None"
Jul 12 20:52:29 2019	0,56,"alex_huffman","Orange Beach, AL","Hey @Delta! You broke my @away bag last time I flew, but you have an amazing claims manager who fixed everything. Give that man a raise!!!! F. Reed ext #5020038","1149783611828293633","None"
Jul 12 21:56:59 2019	0,7,"NSPRAProTips","None","@kmorrissey23 @SouthwestAir @ROAD2NSPRA What a shame! Hopefully you can score some @SouthwestAir drink tickets? #NSPRA2019","1149799843759566849","None"
Jul 12 21:56:59 2019	0,7,"NSPRAProTips","None","@kmorrissey23 @SouthwestAir @ROAD2NSPRA What a shame! Hopefully you can score some @SouthwestAir drink tickets? #NSPRA2019","1149799843759566849","None"
Jul 12 22:04:21 2019	0,247,"TheRyGuy86","Michigan","@SpiritAirlines DM sent.","1149801697641934848","None"
Jul 12 23:20:10 2019	0,409,"lobopromotions","Lubbock, TX","RT @DavesSweeps: #WIN a trip to the Bahamas and a gift card for a diving excursion. from @SouthwestAir! #Sweepstakes #DiveStuartCoves #Sha…","1149820777564426242","#WIN a trip to the Bahamas and a gift card for a diving excursion. from @SouthwestAir! #Sweepstakes #DiveStuartCoves #SharkWeek Enter Here: https://t.co/NPVw3gAbkO#winit #Sweeps #Giveaway #GiveawayAlert #Contest #ContestAlert #Competition #CompetitionTime #DavesSweeps"
Jul 12 23:20:10 2019	0,409,"lobopromotions","Lubbock, TX","RT @DavesSweeps: #WIN a trip to the Bahamas and a gift card for a diving excursion. from @SouthwestAir! #Sweepstakes #DiveStuartCoves #Sha…","1149820777564426242","#WIN a trip to the Bahamas and a gift card for a diving excursion. from @SouthwestAir! #Sweepstakes #DiveStuartCoves #SharkWeek Enter Here: https://t.co/NPVw3gAbkO#winit #Sweeps #Giveaway #GiveawayAlert #Contest #ContestAlert #Competition #CompetitionTime #DavesSweeps"
